user_id,recency,frequency,avg_monetary_value,vintage_in_days,predicted_churn_probability_LR,predicted_churn_probability_SVM
62cdacfc1a57e241232defe6f54a476a2deed1eb1429c39decff7e2b717d7355,33,2,202,21,45%,24%
62d18533ba637f8614a1d166c647be3a9e9706fc625505f0f33095cd2c276233,22,10,274,92,34%,44%
62dc37cd78700bf71cf6dc34bf0de61c6e883f0534e23faf5d5a693a103facfb,19,13,418,96,44%,54%
62e6f5767f18c4f822c461da6a13883ddd2139bbfddda5e3d111725c88b27ebb,47,11,137,26,86%,100%
62e9779a2a48b1bfd7500ad4ef09fe7b387f0e764a9326fcdd912c8626379148,53,16,190,74,85%,100%
62ea66edb7e4b8faa024fb2031d345fa0cfc2fd3c91b8af1afd32526361fc551,21,5,438,111,10%,11%
62ec223f122debf1d3fb16d8e58cab2fe5a10b389cf0da542ca98daf6f148e27,28,5,242,110,12%,13%
62ec634ae182a1acd991c21c831d4635296d8f3919d4db3096c72bd7cea6f6c0,29,2,212,79,14%,6%
62f31956c5da94aab115876fa9a5fcc296676a1d3a7fe3cd7bd266649b5aa17f,66,3,240,54,50%,20%
62f705e2e525e78cc57a6136824c51b3bf8f4456f3dcae120febd677fff56749,73,2,256,9,76%,98%
63008a98797aee3eae20c5a89f04145bffcb7ab2ae25c20399b18659fb511105,19,13,380,93,46%,59%
630cd14e38137fbf016446a51b835d4ccea30890ac114530c3abee55b1ff162c,18,40,466,120,99%,90%
630ce587e996eea9d21b32e4a55b5c8c6a85a984fc3e2369d06ea1b7e6cda758,109,2,186,5,89%,100%
630dd3626071b89e42a4afc686a80b487069565df6a4dd63b7eda0916d991834,37,5,182,82,26%,22%
6319b9a54300507aa4fb2fcf4111486bbb188a39dbb929e9ca8d871fc9cc277f,122,3,242,16,91%,100%
631c189cd14ef964b67f2b077805a73f485bf6a101c5e741c77f1e52a0ed9c49,66,4,310,9,80%,99%
631c7a8dc7753762baa428f388b29d670a9ada4bdd3423b129ca92f6700619fb,22,6,987,99,18%,12%
631d23e36a713b984bc5fba761f7be6476eb94f9f07c71b0eb0b5320ca125339,20,19,435,117,61%,68%
632a15561c99c07b968b2fa685a2b3626a670b9efb6ef3ec111719847a3cd27b,105,6,383,32,90%,98%
632b7a5ede9b0b359c4f1f4efa34c70bebd5125fd28a217c6558fcb213c384b6,90,2,278,29,74%,78%
633025bddcf8b0853fd013422aed97ae574f7697758df9d429bab5432b3a175b,47,3,623,24,59%,49%
633626b1ff921e5f1331224647b134c5ef1322dc419328e72d6b8e8b70884103,36,2,528,1,62%,96%
6338ab651e88db1517bfa26fe0ad2e5035fc4e69f90961d1400ddf00bc364544,27,10,749,106,31%,30%
6338f1e741f22e4efeaaf13bfe9146ca916c4773a537f17da5dc6aa61496e85a,36,8,221,101,27%,32%
633b8e9f0c2862b0f04fb146033489f4665779da2d6a58fc11ff1954a6ee5944,50,6,848,61,54%,59%
633dd736d71eab405af0b898d7d47adeaefcdb32f0bb9f47693da7358928d454,20,8,337,107,18%,21%
633f1f402f7ef2c725c7718db2c1be0630df2c46a81482322028c40b8a7ad4ef,23,5,442,35,47%,33%
633f3a7ee9f980e906f35aedba44bcc268e8b61671be7a9d41b52fe364f818b1,62,2,1014,1,78%,99%
633f9e8f158c860a1cccb305c9185e9e20dc94c0957a515b9c51c11bf5b91017,32,3,167,100,11%,8%
633fadd6d23f06b279a87d78586c56ffce3a31136bc3b88bc077d93354e3bf00,124,3,158,11,93%,100%
63511932451c9b5f6eef63408b5ff3ffb892cea53d90d1b6620bb64ddbd7c4fb,38,2,348,89,14%,6%
6351a512dbb0c0666369b0ddab74d6b3960bc5cf7326ccec2aaa3b333098fa92,18,12,390,88,44%,57%
635b2e4d1cc52a2f4f2587aed13e0adb7ade8d65022d354e0c455794172a11c7,19,32,1142,117,96%,87%
635cccf881935eb3bd5120b52c163e1f1a48ea0db7724eca635c9f345ffd1481,53,2,120,73,26%,8%
635d06328d4b1184ed3824ab174af4c2ee40fe8e6e6a6d8937e8cabfcbe00517,19,7,445,114,13%,17%
635e1d44339aa1f46addce22bfd8471c85c10a917f832a155406f9369399c857,52,5,492,46,58%,49%
635fdf7f70ff58ce6fd9b3967943421a1d9c5c840ef8c138017e19ce8062aaab,19,8,223,86,27%,34%
6364ffc43a9678c6aa2f40737952bda3bbc367c3fbf24fede639cc075fe721f4,19,40,617,114,99%,92%
6366b74cdf767a873a505a2aba2e5794a5d341e740b17b44729cb0ea5a877e7f,39,6,435,54,49%,49%
636d56ba39ec80d88ba01ec84ac6807bdeb990ccc3b7990ac15866ccbff8dddb,18,3,157,57,21%,10%
636e93eaa84f2d087de7a30696d79d1de65136472f54419d1b12794dcb0dcca3,102,2,614,1,89%,100%
636ed32f9acf5d26d74df78d70b028d079354ba8da73184dc55b6cfb83cbdc6f,32,18,555,52,90%,100%
6371779f81eb2066d08c705286e384f40d7da1d656f2c60aa1ca229abffd5120,55,17,823,83,87%,99%
63764d00cbea9462d8bbdfe7d40d5fe7df6028eba3524e53a28949a0529e9438,81,4,962,31,79%,84%
637db8b9347fdf37c6b4d22d2b31ee75f8c49376fba50c2c3e3d91dc83b1110b,22,5,288,25,51%,49%
638f8cb6931dc855e64115a017e5effea93b71f672e527d154a520442ae5d32e,39,6,400,87,29%,28%
639028455d980ecbb0141be7dfab335d378bcd333fdd9258f433c56e3690131a,29,9,211,97,30%,38%
639a1f769f0c71d02e588b391a4ef57fb38f3d932e13aec4b18bd7989ace9c1e,19,31,582,100,96%,95%
639c10b39ecb4ed76b87121270bc52e68d7ddfb9faa920bb47cdbac50ee82df7,56,6,256,55,58%,62%
639d2cf8afcd58488be606757a13abf2dd2e8c16f8aef8b49735ee14920967bd,52,2,144,58,34%,7%
639e38222a470e6bace8b4174ad84f4f68867084386cd3df05cd3d46eb154e28,59,7,279,49,68%,82%
639eaba04287e1fbee003a6ea7a9b50285ae381503fb5b646957a4ea01319d24,18,5,1010,50,37%,21%
63a214e80d8d021b2e32869a1ef95f7836c91874d1aedb6a1887edceecbe4145,68,2,254,24,65%,60%
63b077c3bfd332ccf07413e053427eccecad63a822c1ac603fcea4f6e94d834b,92,3,416,46,71%,58%
63b0c9ab3392cff80a3ec93d1da511822b422cd0061f04a6d2d5433bef706fdd,22,33,344,105,97%,96%
63ba8f455c9c900842312739494fcba7c23cac876f108c43bca4b5f93d852d31,19,17,688,116,53%,56%
63bfdbf816cc0d9e4612f0ac65038eb628b9bb04d2f0fb112c17add2381b25ec,20,3,335,25,41%,21%
63c387bf91e9d3927ee4114f556dc0de3910e95c788d0a0e00b64ed6858d68a5,114,3,379,19,89%,99%
63d140f3d4a54b0e455edd72d0f2deac2b5899ee0b0bb8f467c682600e7021ce,39,10,270,88,46%,68%
63d1499032ef0d8f50295b7c628580c76ae053ee1dac4aa2ca1b30a1b1b49735,56,11,391,80,67%,94%
63d9ec0e5921eb6545d3c18bb47b09da2fe2bd53b9730829a35de7361ebaa290,86,4,360,49,70%,61%
63da4afe9c8f894fb57e7751cfdf658e6d4c1708e6c13cc2fb3ffc7ee8fbbc48,41,4,520,87,23%,15%
63db5fa5a122868f36a49f12e4ad6703fae8b2363e6df2585f80a3405750b29d,28,5,320,98,16%,12%
63de83c0fe25627d5d9128afc06988b23179450891f9e1e9dd2873665c7d8c97,19,66,483,119,100%,86%
63deb33ee378abda17ec374ff94099ec92b157fd6d1b4d111d9cf830b53579e5,38,4,144,48,41%,19%
63ecd3592ce3e837508b396efd4cf195cb219be1ae96dc402b3c8656a280ef7d,25,5,256,28,51%,44%
63f56668202fac73d0ecff9af6d0e909ede072bfdf78da3f0af5f9308b517787,22,26,368,113,88%,88%
63f5f5a9e57dc3b3c060d3bdd2db399b751ec024a27d1d7b4e5e53a09dce511c,91,11,472,39,93%,100%
63fc5dc0f5533eb1bcd1572e3d7c4d8d1c1f1d6264b0d180e3ceaa253cfd32a6,106,3,494,13,89%,100%
63fe079fdd0526bedefb319839d09b4e73ee56d94439c80a9c2bfb3ca4e1ed34,48,5,267,65,42%,36%
63fec0d3bdd8ecf9a99ed515f62c4d23987b48fabec4baf0b8f7607b70975327,19,12,297,33,76%,96%
6407c5f521743d9c59fab8c0870f3adb0c97e697c1158937198327236a6a75c9,67,4,546,35,68%,63%
6409cb0ceefd23f66bdc7d1b99f18cbd479c3e3053a11ca3027ca0868c73ab2c,53,2,170,65,30%,8%
640d7da69c0ab74fb0e8b9ecdad727d29ad14f37eb2eb0c34a0c97f3313d9b7f,22,13,292,106,39%,49%
6410f0f55845aad23bb0b0c0ca5734ec0ceeb2071cd0c774746ee4f45c500433,20,11,271,70,51%,77%
64129b882b49d1a22bc20a49f5ec2dae700a0f802fa4a8fd4bb15cc23b4601b3,19,6,211,115,10%,17%
641313abf06e079c73e12ae0b4ff3ec87e06880e0b5d58e93e1486958f1e59ce,63,3,126,57,45%,17%
641b973c12319e20e2b659c41978c11b7768954e6d3772828f3796f8240375d1,21,10,480,73,46%,64%
6424069585c061cc86a17dc662624eadf757e4cc0eefc0b8ba9a5a731023f439,21,12,412,81,50%,71%
6427d5603b78c8ba881386138943df2ce9c674bb80af90f593f86fa70795384c,19,2,208,2,49%,87%
64293e30906776c1a9e80f7eebde3270d55fe00ca2f0194b62fd5519bbe81ba7,114,2,362,10,90%,100%
642d5ae1ac1ea48bba3ee58e215516e5cbcea4056f6e291b58354dc7ecda1254,86,4,438,48,71%,64%
6434776327c8cec07cd9308eb5a9d6fa9c783d79dbc05457ed04536669f413ec,18,29,524,107,93%,90%
643c457aac94426e3f5f9a9e0455e8e2b576765d4bd15dc634291359e4044d41,20,10,295,118,20%,32%
6441b92b28839b18f7160eacc1e1320650c4b854c0e04e629dba12a43abd4f8a,29,20,486,108,75%,84%
6447df22f4bc2cbcf7b7ca8db5e01c5af34075bfb345f354e31ec8ab9b7870e7,26,3,141,108,8%,8%
64485f24f6ce36b69196dd2d77b3a1264dcd1b068b3f675f6b65beb976141b3c,29,2,616,6,55%,83%
644b20c6799783aa18afd66816d374a8bfc664c05150ff185ccf95cfa7eac47e,73,2,387,5,78%,99%
644ecc9b6ab7496749794e82bf4b361f05277c2578ebb0b15fd78737022923c0,37,9,355,96,36%,45%
6452c9d88b640713716cc2267fd2bbd7322631fc5cead30729a892abe7f96e29,19,11,338,59,58%,84%
64550586f92e86735b643c74f1c79738b2e00483fc167ecd3bc72d0c3fb5ce6a,29,11,242,103,35%,46%
645919a5731f8adc34e24ac686cead76fb14815c9c3a3b73cbc45973bd4be0dc,106,2,174,5,88%,100%
645ad3ffe67fbb484f352c3b173c8d58407cd31615a2a7fa98f257926d825126,26,8,409,97,25%,26%
645d975acc460903a9e630e383c907fc330e8e841c9421fde3613cbfdf7e17e7,21,3,155,13,48%,57%
645e8fdd2aa253bf4ceed189f7aa224ce9e1e675787a0e15963390cdc5993eb7,29,8,288,81,35%,45%
646260b4cd12875459e60ea7cd818804caeba02dd2ce82ceeca572035bdba73f,24,4,280,101,11%,9%
646e23884e7f924306f2bb696e7db64ea84ddfa00eea02acafb398cb0fe866f1,19,9,279,80,34%,47%
647260d519650513ed5fa9d95b7483565ce2c2cda3d063d64d2d602dbf03813a,25,17,393,95,68%,84%
647527c6fa7d5af1422f7b39d9d376e22b705efd56ad6f7781afa178d562b68d,22,16,461,109,53%,60%
64794ed8f763f61166d85c034c62f8aa7860f4a4665649002bcb2117b00f3b38,18,11,264,22,77%,97%
647a00b76946e53fe1d9bfae9e3187f9de1217a307f3a9a71a7b157c6c477da0,45,4,263,82,26%,18%
647add1e6efa18bee5e1cfd90e2192fb8066a2690d2df5f737d2724d514d6b52,19,11,167,118,22%,39%
647b97fbad312d100a9d87ee04be2cc395e46c07adbd0f54da166266b6ed8c34,21,15,367,116,42%,54%
647c1d909eac90aa577d548966c7effda6400750232a0c9da3ac018f0012333e,28,4,139,14,56%,74%
647c20536a618eb0d9cc31b942e5f0646394fafe2de6dfa240836f74c17aedaf,20,32,436,118,95%,90%
6481683ebd4f5783bea323bb163f779907eed8a9afe48fa96d2e3d2d76ae0e1d,29,4,316,19,55%,59%
64835f1ac8d82bf32a224ecf90fced595fe2b77f880086cb32c707f03973f1c8,30,3,216,100,11%,7%
648521f2e3cf29aab70add0abaf5e2b47d6bc569d9254224d622be226d4e25c3,25,12,289,69,60%,88%
6487dc7beff2e9ba85b8d9017f1cfe5fbcf72c4a7a4bf81024a127594095d381,41,6,977,89,32%,29%
6489350f1d9e99a3bc08c64ecbe722941909ea39db8c47fdcb0531d990be6dc0,108,4,442,25,88%,99%
648c4c991112e754fb39b7af809704cb05884a3d648f5eb13cf90429b2d70f74,20,6,697,69,30%,24%
648e559b5d5639944e79e940dfd086e4edd4bc6a377f0fdde309da66ffb65fff,24,23,367,114,80%,84%
649dbd76bf2bc59fb1f381612298ad8e7979786950dfb9ed924c2d88e3bbffe9,37,2,360,101,11%,6%
64a2940addbf331337d4ed28a0e8ff8a1f2226427c7b14574818f316089634af,18,10,584,72,45%,59%
64a495237a30473e65752e649ee5f68cfbfe8eb08190f929ae45f1f37206f08b,24,10,532,39,69%,90%
64af2b3e4cd623f79ba5597c130e784f80e78895fb8d20326dcc669d27756bb3,21,2,448,5,50%,80%
64afce726364b570fa2bc54325159a9b64b83e39c0b3d612466d1f281aaba618,84,2,114,18,76%,94%
64b3993cb170cfa727806f6e2f47bc94e92ffeae0de425d53ea072f78c681d85,18,16,261,110,49%,60%
64b7ea7f51327eb3e22bea51a2dcbb23c01c1dbc1b6c38087d6a66e26f210722,45,2,167,1,65%,98%
64be7491c9958873ecf2382428d17da55406cbae3ed9284f3941c441e0b30f64,22,4,344,77,19%,12%
64c09fdfcf0826802401f700f30803391a83a3c55673af19726fe68dd8a51e6e,59,3,159,51,47%,16%
64c7530ddd94ea79734dc1f1f0f17d20b3e05a636eb02d609fdbccaed17248ff,128,2,1070,9,94%,100%
64c889aa57c77980c4831dfd9d2886dc3abdc9062b704926ad45a8ea2b566fcf,19,21,820,67,90%,99%
64c94773a6fe918ccfd9a75550f167417fe90bc0e3e5000417f4fe0111bf00aa,89,3,158,49,66%,46%
64cd5f141322ca601bfb9bece93faf37cf51edca255b65a877f330d5993dfb84,107,8,216,20,95%,100%
64d0da9e27eff7e82037e20e1ef47cc0b631f9d9d22f149c60d8392995a89210,20,4,218,42,34%,16%
64d10d62be088386f2e2b4637691ee67e603ba0c90c14e059ce54e562f086777,21,5,214,64,27%,22%
64d474b1ebe815c8bf6bf3dc8e1998c76e3f4eafc6e6946c79b60e56ce2b83ef,30,6,475,106,17%,15%
64d7db8e42068ab345b73c3badf84ca157798b2e046a1396686485dce219ac69,20,57,872,117,100%,90%
64da76e299309bdf1b63cde8fb6263db50f7674b88cc2586926083b012d29683,70,8,357,61,72%,91%
64db4dbcbffce5ce029e476e75fc03a9b576a29d5bdaa54eaed0dfcb9f06ff5c,50,2,300,69,27%,8%
64dc3d46326817371c28bd7cf3722181436f2397aa51c71dc6daf70f94bdc739,35,2,290,11,54%,69%
64e2f58d4c3cb5d85a0bef8cbc44f52e886cd7c6b92423affa9e6e1b75fbfeaa,72,2,285,9,75%,98%
64e4d53bae243dc0fd0d4eab3aec32bd82246d4aabd95be44648fb1c2480b9e1,40,11,373,90,51%,74%
64e5773d7eeedc2597071c2d9c39967a16302e7c88baa14bb66cdcaa3724f87c,60,7,282,77,51%,69%
64e7696b442db2367194ad3ffba8bb29fa424ea9c32678abfb3e08de0cebe4a6,18,40,639,114,99%,92%
64eec59f5ade99a25d251300a9f49a64da06c624c7ba870078d22b4580ebfeac,18,22,395,97,82%,89%
64f25e368a8329b643011828662d5dc77ae8bd80fb5fa9ab73d86dc906805f75,47,4,402,77,30%,21%
64f3cac03a47f5ce06244865cbb43940c9042eac08b3f76bc7b8b6ed5a4d5b19,40,4,154,68,30%,19%
64f76488f2d485ac0d61ff691039410ffe1875edad3ad4cd4a0882ac34b0fdff,38,22,312,81,92%,100%
64fd4d3a3a9a607229d2aa8c6e47bc3361835620d0859caf861e4efd256ad139,63,3,245,72,37%,19%
6501311121e6e4bd4c4d65e816d0558e71aaa9e02f0988ee3002ec5bb5677a99,45,4,243,70,32%,20%
65021495906a4d7ca7e8e08a4d76dffbf4a4ccdbdeb34c2a0094856e0ee16d44,36,3,284,75,22%,10%
6504ec41061281fdf7b5f27bb2c62ffadd9af4403459c9078b45c383f82ba6d0,20,12,293,83,48%,69%
65051ecbb3b886bf9012687b0d70968cdf3017b4f46c59f1422a5aeedda272f9,49,3,415,40,49%,19%
6505d8e562c59f9a8aa2b9b51143eccef03c41d3d5630d6e54954f9811a69c88,36,3,220,42,39%,12%
650d10a85a785ff7986d8f0007165aef4b59ca2226328499154481b1a74f231b,21,15,334,110,46%,56%
650d12d849eec236b73ef4670fe16c5c02e6a0de37d3439f3b00eaaf6c448fb8,81,2,132,12,77%,98%
650ef5db08e36bafda0e2de0564f8dff421d01a5c5f48b4e6f2bc78ddbd131ae,32,15,512,100,60%,76%
6510e6fc4e03c3d883dcd223bec8e38a54f81e91b1e7824f4bd512656976e648,18,4,192,79,16%,13%
6512a550ac806dbff930b344da503ce0518508b60b1028175c0b5a6da817d12d,19,3,2264,6,63%,71%
6514e187ae81f6f8f97dab26ab877f6e88ffbb730b7ee7fadd9d040f4b5b1c17,22,16,548,115,49%,56%
6518bbb0b9be6d2df069d91021ae38b4f51ccfaf246237afcd0c43ebe6282f46,33,2,344,16,49%,43%
65201c9ab8bf72d4765c0c9a3f8cb2276eaa0a78eef63de33a72666e44f9c510,52,2,338,69,28%,9%
652c844c0407c9d7d357ed42e5d644b2d98ffe1738e91e0bf387965c3e24454c,68,3,164,45,56%,25%
6531623050d8da73db184a382828407520b7d189db63cc3012a8399a34b15eb2,20,45,306,90,100%,100%
65362128d4ae135109ad53b5665c4166cf8d4b4b4df76ec1718958bce8f27458,22,8,231,53,48%,62%
65386128193034926ee1986f11d7b69f6f363f7c04db8025dead4b683af8ce43,20,7,436,61,38%,42%
6539af95e65747b922b8f6ab7dff9409719319b11d37cee549c7942dbe2b48df,21,16,316,108,52%,63%
653b3266bac35da0ce5c3930daaa419cdcfe01f7d64c67732f768d380c6c33a8,32,6,303,33,57%,59%
653dc0a8547787732bc90aa916b4c201dad3f51f193e3b9e91ed1a50acad64fe,27,3,280,35,38%,13%
653ddf92ce27159aa0b98be48b48c40c8caeebbabbc8ce5dbafb0c59fcb14d5f,106,2,1441,4,91%,99%
653fdfae4d4d381f1e65ba62671b50a8fb30e32d33d220bd893e870ff42e438a,41,11,318,84,55%,82%
6548f4f182a1658b4ded197b51201e778a8bf4c977f1963e6ef3d5b12431e3e0,120,6,350,15,95%,100%
654b031df582cefbb52f4d6bb40fc407f7b641c80d00b7d1d52d7c73edfe6eeb,23,17,214,99,63%,80%
65511ef8912f937c85b163acc8742eb99c6b9435475e4eabd17e26dcf21eb3a7,76,2,142,41,59%,23%
65521b99ef2a186061f50c34e7d1232c859180a58bf9a55b2277598804e297c6,25,6,375,34,53%,51%
6553de563ec08a4811fc88f5b5fb01245646c29422ebd1004c25c5346f299d2b,30,12,314,106,39%,50%
65545b41622b1b3d0d39373a337b58bb48651d31085120188ffd9e09d453f50d,41,19,330,97,81%,96%
65548855bdbe888ff8f7a597c4e1782809ed92629c78073aaba7b32bc62f8742,22,39,284,91,99%,100%
65552b7071ecc82f8641017e5b60703ba8efe23befeb747c3ccdbbcd86ebce8f,19,18,306,53,86%,99%
655c8751e15e9e0d87be8d89d7d5b4bd6ccc1330b3b2b96f7f65bc23c5414683,76,2,338,33,65%,42%
655d09f0dac93fe6b0c2750ece6c3a6d648f51f3922986c68866fc4513e54381,54,36,725,83,100%,100%
656bba8a840c6451f5950f7bfff576655402de2a1756bbccbaf421a1cd6ee0cd,27,28,561,109,93%,94%
6571b3526f9eaa9c2bec2d6480b8f3d5f3eca78cd9dff82df25a19ce2317b9fb,25,29,297,113,93%,93%
657226078b999c7cf743d7a6e1a33f3b3634ebe725ace4d4b74432e229b4f7e0,90,2,287,24,76%,89%
657611c3578bde91cfd20a5168a97892f4ac0778599f2ce4c2c187b945a81a21,43,20,377,87,88%,99%
65770856b8f16d44253d80553203be5b289528f544b622cb48a326cd89700fd8,18,19,344,108,65%,72%
65771a59a3039d5764a03cd8133b0ce8d6d3c3bd00c2b2165583fc7b71d50ce6,20,7,444,33,56%,62%
657b7ff395bdbe0e0f35d3cab011e45be5824be081bc89092902e1dd8aacb713,60,11,366,78,70%,96%
657c29436188d339b1ee1d02826c6bfb129d66f68c65a9d2bb558b71a0fad1dd,20,13,553,117,33%,41%
658163e0c7d6a068237ad475b2ac0e6a43cb0fd0defa47d3aafee1514db23a00,22,13,229,105,39%,52%
6582e6c3b89b49a9fa31fd00342d73c75b07d24ba76dc38c20242468e1458d7b,22,11,394,97,36%,43%
6594b17008b00bcfb0d74dd80b195d92357f38c4ab94a2f64972f380fc9db4a9,43,6,190,51,52%,52%
65958310ca4045586e41bfd3875e5f79bbf8a07f5fb47dcd74dda2e338d7b16c,112,2,170,1,91%,100%
659b8d2a389a5ae506f5fe78229526e9639d01780db2a9a5af8a311b634972ed,56,2,218,65,32%,9%
65a13199ef3212b57653886a49c6d2e3ecfeb0628af2eebb6453c5fac2111d73,19,16,245,106,52%,64%
65a33a9c35ecf632a392f5df919e3a3098677b37c842db37efaf18a164b2d711,40,3,329,97,15%,9%
65b310957f64e3e369d37843370f36f9bbdc3480cd3ee4e76d7ec11362220ad3,24,13,237,105,41%,53%
65b5d84fa836439c476a680203c88ca6aa8cde2a3fd7ef2f4d15bda464001ced,22,5,185,13,58%,82%
65b980c54e7b709d630f21d559fca3c3a54299b422e21d6b81475ef668104b4b,19,17,318,113,53%,63%
65be589bb2b8bbe3d41fe8b4e683db06250a6a0091d8d72a5ec99c07854fc4d0,23,9,603,70,45%,58%
65c0b65195d3e17231e892c771b46e2e044bce8764b404e3dc6d33678399ff09,44,2,275,67,25%,7%
65c1cd9433c1c0e68f750cce331c297af059ff4167b97fd95a33c285eb7696e6,22,15,384,104,51%,61%
65cd52b91c4835e25db8b63757fe3f2a472e8e4bbe89de0e0439a780926d882e,21,3,504,85,13%,7%
65d0a9a04679a03a55fa8db06281c6df420398e2e6f0f9e0a8fec8a9d8f91617,22,32,325,113,96%,93%
65d4497f35ee1ed0da64eebba7fb5a5e83d03a33856b9f78b38db3d442663223,29,8,531,71,42%,54%
65d60f1bbf2e8b866beb78c9ba3ac20f83e5f539e14a34138fe06e8f717ef30e,41,3,447,18,59%,63%
65d9b3851f5aa8c9ad73b1329e95a2febdd7666cc0cc5ab5fec46111a1640c89,19,12,437,57,64%,90%
65e14fee3459090fc3a9426abc14006e5aa22aef109c046b2ac790ae2498114c,70,8,882,51,79%,94%
65e23e8a46d06249352790a1ad5c58b9bdeadb4381de620f8cd31e66cd3320e8,19,18,641,104,65%,67%
65e2f57fd0c3fc8836b837325bf9919ddc37bd6cc895b64d3dfe369483c0930f,98,4,208,37,80%,88%
65e325ca397f777f8d50e7e737bacdcff90b82fed3a3e83ec33c6f5a07ae7f3a,36,6,230,96,22%,21%
65e5494c8e72cd6341b2aa48dc522608fc04bf959c5a1de33d859e477484d794,25,11,146,53,64%,91%
65e76c2cc28effb3f00fba28d57490cf8903929ce6fb16bb407ebf6cf5b06e22,55,2,98,46,42%,8%
65eaece46c8d03b00d5e9615d2764e1ab8067394c13c6ec3e6d0d68d52fb33c8,35,8,208,100,27%,32%
65f5fba0487ab69391f17c68bf6bcf86d1ebcb0fa8836b7563fa5326f99b93c2,79,2,303,30,68%,57%
65faf79388ae0160f02f4f7ee9b4195600df355780ca5cd957d1f3f9b5cbe527,29,6,365,95,20%,17%
65fdb6556ffe15feeb91a27917e5def70e2cba37a9dca148393c3d6ad021ef34,23,16,494,72,75%,96%
66063380231cf9b76e51c9ac3c1f93b973a97b8c4a15e5d8e3033220a9169992,25,28,330,77,97%,100%
6609bf48780d7796af7ffa155b04434ef4f41a19e9e26b1a9600cdebf8bb0dcc,21,10,499,113,23%,27%
6611cdfed7a2d1f356dea16c18e3d73793de37eff11bb630586e09f83a8f23f5,131,2,400,5,94%,100%
661614d66fa62b81dae7940a6d6c03977480c7b114a332ee1c7f8451163f76d9,43,5,177,93,23%,20%
661705181e60ed3f8d78c5ef0c40d76a63bfae8115807a8c327dfb7eef8aef16,73,4,345,65,53%,41%
66171db7a451892c0cad0aff34ff2c2bc623d6bc006db0224c512fd0f5310ac4,19,7,183,118,11%,22%
6618df28689f0e4827c2e8dc8c26ee9ebaa93e49a7ea9b917babf81b61ceb11a,65,3,413,3,79%,100%
6627cf61f7dc868432497cd88ea1455280f90a9578bf2043590436082f47b32a,20,7,1201,19,68%,82%
6629dac4a80e827540d2719e3e30e08cd21d19a1e956684bcd2cea371271b174,34,3,126,99,12%,8%
662bb9b22a4f55c487d292708ca7d7a6e29d2763a901e114df4ad2b23cb53f50,38,2,555,17,53%,46%
662e41b446b4a36fb5bd8f2fce9bda9a6b383479716e420de5addc75a7da36a4,29,5,272,67,30%,24%
66348c4616399a0b29ededeea9e53e55629405cb31077b696689a8e0a8233396,18,18,178,116,54%,67%
66348f0162b63c367ba419776e8f19277256d448514e9ab9066e9a2e972a14b6,21,5,497,8,63%,92%
663551081aee99f759dd31e59da67f208d01d358ef0f0521fe459d5ded335131,18,19,675,105,68%,68%
663b4e1b2a312239769cfd4b9d764f4c7c75b22d078c3c73fef6781958c16413,32,23,317,105,86%,94%
663c43ad27d72b236bc5cf958c64ac8079a52a03462ea81dfe093dc59d8ace74,28,25,400,98,91%,97%
663d702a4f6d427d92ae21506fa0d24ef793f60ae74b745caaa93a329414fd1d,19,17,389,74,76%,95%
6640b79540c11768d4a9f8a2c275259a7e3820af975216c9f9c684faa692edb8,24,6,126,29,54%,56%
66469ac00d5c4cd100930ee270775c88d2d0d79ffb1f3d36baf03d151bbf6df1,21,11,317,95,36%,46%
664729a58cd16afd159331a600cb5b1a108ce383bd105205039414c4b6e716d5,38,12,220,82,59%,88%
664ba0fb848d7c9a248122a127d8989170c414978a114b7a1740272252bae67a,89,7,421,47,83%,94%
6650b446fb7f92332101639c7c7af912c30fb1b5ed7ea4b2be5bf529672d93e0,39,18,424,89,81%,98%
66512bbda267ffc9d3b858271952aacbba28dfbac042ee616f847a91502a9fca,18,8,422,82,29%,33%
6654b321559a3c748b9cbf55e9b2cfc62075291c4fa24d050f94342962521e90,29,7,375,108,18%,19%
665563bb42ecefeb775d5979a389ee9b9d7099ce798f5afacfa4a428909255c3,31,2,776,97,11%,5%
6658a630f32b284c5ae69461cd2911cb3f65849e5ddf1c4f7a2c46af7a6c9c9a,19,16,440,103,55%,63%
665bcc76025e6d5ab978b95bd5b756e094905a61b0a73cd6156c5968e9019b75,49,2,170,39,44%,9%
665c58eea7b4fae3a6f820c4441cf8f7e5bbcca8a5125419c0cce3214ddd9e2f,46,6,464,83,35%,38%
665e9ae8e27218d83ccb132156cde536b48b9e7bc3b73e209ed578f60bab0fb3,67,2,134,17,68%,84%
665f6ef9c8084fa4e6a7939e3969c45466957ad0d1cd4b7e39e791c7a0fb28fc,23,4,133,103,10%,11%
66603b66ebd374722981b0ee19dac6aa2f3ec67e43ae4e68f4944da33b66985f,38,3,545,84,20%,9%
666435f868418d97e7723b1e8cc216b0d7ae10e1b0ab1900f84891b997bcbbb4,29,5,332,84,22%,17%
66689d02dcac22bb81341681de4429447b1923ee3c60ec8533dfde9268d2dbae,108,3,1420,27,88%,93%
66700c8d47cddd0dc84d9cf95b525a4e1ae2e9e6ca4c0e306883a52e864b954a,42,3,166,49,38%,11%
668080fab97ba795da3a1ef85a0bab1c357b51f234c149ac1e3ae3bdede04d14,32,11,354,97,41%,54%
