user_id,recency,frequency,avg_monetary_value,vintage_in_days,predicted_churn_probability_LR,predicted_churn_probability_SVM
49167500e18d386602c72db3140ee6560f7a49221574498db548ebd6f5277193,25,2,900,52,27%,6%
49167e981d70cf93f7fd3040bec3f5e81ae17af9a01eae47e7029b11f2e2ed69,30,2,208,23,42%,18%
4920e5f082a05ab71010c353ba9b81fbcb82b09d0028333c0e067c9183328ab3,26,4,282,92,14%,10%
493124d8bc49f2afd57c604f474d6246589f14c360c3f1aa0dff2027f14ddf98,64,2,826,1,78%,99%
4937306b6bf115a1154c58b82a4c9c6186b878707178a2cf2ce44201c23a9dac,62,4,275,21,72%,89%
49382f16c33ef8b18c538ba289727111cefffd6a527baededce5d40c7be5c099,19,2,348,1,51%,90%
4939fde4d804ff76b0aea63038ff050ce3d3f13c7b0933ff1801b8ee326d2a8a,68,2,275,9,73%,98%
493e99380bd8f396fc90fc73c8a37d516a9dafe4435acd2a201ac072a39ac083,83,3,113,50,62%,35%
4942edab1a612cead2b0d4b27dcc72125ba81566230da72b3e3ef86af99cfd4a,33,5,98,21,60%,70%
494440ecdf44c7e7a5864d795fdde2d858faa84720096291d2f6283d90e40f8f,26,16,688,48,86%,99%
494589973c725c0cfb0b6e6e33bb8940ae280ee0f6cb62d849718d07bdaff898,25,5,174,92,16%,15%
49463c4cdcaad6df0a1de2467ccc077ce6fe2d2d52873967620b1b8ed728dce9,96,2,184,11,84%,99%
4948c42b5a6bce793b233a133a105bf7316faff09b1407d455f4d15d0de04b7b,21,2,465,22,39%,18%
494b029408ca8197da91b857881bf12ac06574fc018b08441f0065af6ac48bc5,71,4,594,56,58%,44%
49506bb8750afba27c1358be8a9e96e1836d1ed845ed5f4f423c22e92e62209c,46,3,219,57,36%,12%
4957cfea5a45eb251e3878ee02867c7d3f77996a493e792bf45ca609e8950470,19,42,293,115,99%,93%
495cf482d6b1b33f5d6803669dca5b171a79e5bef4dfb7c74de38f1be8639aff,18,26,393,114,86%,84%
49663ce94c38ca70d8660a880ae72e87affcbe7e75f2aa0585e56846f90bd6d9,20,2,170,2,49%,87%
496b0aa606ca1c9d8d3dfe6446a343fe3d4dbda0e5535e526c7dd14081483e1f,59,2,770,4,74%,98%
496f5dbc402677a8485f16cce75a2a4b6bce647c08374fe7237f28d4420d0567,59,6,261,78,45%,54%
49718fb36a87724e4d7cf632a706692946b89b09c2f80172af039ce2b77c28cc,18,28,342,114,90%,87%
4971e0581fb4a048c1cb30ae057e790c54e8f28e616f094f25bf6235c3dfe8cd,21,13,329,97,44%,57%
498003fd314542da1187801ad92e4adeab4f0953ed5fbada4329680425384ea0,51,5,272,20,71%,90%
4988a2c08630150087610ecf2745cf058ae31124a36d675dfc926ad35f4a58ae,18,2,436,15,41%,35%
4992835e5036b8b5e3d0414e156839c3d1d3172c36de8d45fc067b836596d31d,23,31,329,103,96%,97%
4993572fafc33c0fece1eb3015a8daa46154acb0e83dd88e7732acf2020bd43b,21,13,325,114,34%,45%
4994331c6dffdb27d2d2b7323c18f14385ec6ed701af713a60e90f823c6f751d,26,17,427,108,61%,71%
4994405ac1b5b14825d562ec4c8a259c349900c517e3e75202a2a4a50b56b9a3,18,62,657,120,100%,86%
49967ad287d89164621ce8ca2a8b21a8f3a6662bff57f0cf8404f700b5644588,29,13,279,108,42%,55%
499b397cffd911524bf549b789240e0dc26d723d61629aa812bcb0e83aa8d2d1,21,18,362,116,57%,66%
499b466fc11278c36bf7686b08862d6c46176c88a907ad7c76c6512fa0ca1bca,18,11,563,83,43%,53%
499b55e075b1590ab541deae353c13d05da472d18da7a8d3986c68452a5bda59,49,4,400,34,58%,42%
499d3362bfe023bc26390f9f28bcfc50bf55688785356098be43f3241f49dc6c,128,2,184,1,94%,100%
499e20fe4c0209cfd9d6eca9f74ebdda9b471c06a9b482bd3f9b75400985e853,100,4,270,37,81%,90%
499eb8825909872b550ce95a248e5c722ea9fa3945ce5d72bd6883578794dc19,49,5,514,89,29%,27%
49ab1ccebbe625f0243a3e6c1b85e1bbefb19d67efd80a6adc9158513fbb1db7,57,3,184,75,31%,16%
49b326c0540538d67a403ebf505b3c3308cd5afe06511d416d6cd068de960954,34,6,284,88,25%,24%
49b6194f8769b405b266893c46d993f367547b00f10381918265e3d417479af6,23,4,382,32,43%,24%
49bfc33169ee37a2dc9ac9d4ff540446739cfe51884bec391fa955b9a041de1f,100,3,267,15,86%,99%
49c450e1f9b9d945aa43558d71cf5568046e578a9c4fd3c99f8320d9ca0d5e66,23,3,174,75,16%,10%
49c8e5571c95f1eb36615ba97beb032a5b46798fb867b90b608fa94fbbc33531,36,5,177,88,22%,19%
49cc9163e547e28c500dea8f5a58d1fdf8eaa53df0c7bc383bac044a61e01e3e,37,2,474,9,57%,80%
49dbb83ad56aa052aeddb34e1d3633047fb5fef77422d0321f4e653051c1388f,20,31,327,98,96%,97%
49e321a4c0852fdc8d91b62242b1d807a3a62317f190a386cf1dcfd5d41d19a7,36,13,529,90,59%,82%
49e3addab6bf2875c31b9757dad01b1961306d601537bf3598a337165fe733c5,42,2,268,58,29%,6%
49e5722ee224bd1093f97ad0bb48e0489378f84c576b3bcd61014dcbff49b0ab,19,35,258,116,97%,92%
49e7b9484a90b30a0e09953abd229d4d24f6b8fb04a845c635ce17501fc7b088,24,23,752,99,87%,91%
49fafae365f0ada695d6fdc0ebe943bb7b497fffc11cf2d471d01b2af87864dc,51,4,278,71,35%,23%
49fbd3c3d9d4223b2e386784d006509c84d220de73c45f3af47287d5da2e97cf,28,2,202,1,55%,93%
49fbdbd1392e3e4d6ed688c0ab6cb49407574293a071e551d60f3228926e118c,28,3,606,110,9%,7%
49febb70367c5a6321d9aa64c14e8eac1227fdf2fa5de02834a596675bb6b740,38,7,254,99,26%,27%
4a029efe2e9bdf249987f9ad5f8e2decbd544071b01d06ae376bf7fca0cf92c9,30,2,255,76,16%,6%
4a02b67ccba2cd3992f9386ac082a0f01c9b750a94ad8ee1ce0a75bd21902b38,21,21,393,113,72%,77%
4a06d351e82dbae3b6e1f738257e8cef41f8843a7324182c01e829218230449d,19,35,445,118,97%,90%
4a14abb36d1613fc9fa8cd01c48d0631ee708ae7fd8646c3fe32d64fd8cfbf8d,66,7,375,64,64%,81%
4a20313efa2988ab17a407e77c6cad7acbc34e506b33f1ca6f17f33817f7a134,20,40,775,114,99%,92%
4a28218a1d61aa3fb74483d2787e4b1f1144d0a1c22516f23ae3540c13da809b,113,3,503,3,93%,100%
4a294dd27d0a6d073b2a26e31bf7da6b99279e60d4ae659eee34d29ebb15136c,106,2,176,24,82%,96%
4a2f05e029e647d66e2ec03c4f613821e4e3ca7d89e0f0ed6fc494c730ba8512,19,3,482,9,51%,74%
4a30d6f496ad7e7b669eece56665715b7317ee88c0a70b505c74f5900597f417,50,5,197,77,35%,32%
4a32c4fad40f2847277e2c85692772eb210a34aa163b96854aca1082cd4a4445,21,23,430,116,78%,80%
4a3baa7b61498c9fe2a8f808f9564b9fb50a00425ba292de3f2646174bb2fd70,21,44,408,116,100%,93%
4a3cbe52c49ed5d1a638cf75d908413ab3e8f9a70768b6783d71a8232bfc530f,22,29,471,114,93%,90%
4a43ad9a56bf0b3c56249994e104132c1279ff21ca90cd85e275b27bb9219c4a,19,18,387,117,55%,64%
4a4b7c3a9e07e9148280715177a88d1ef48ad9fe0839407cb802c7d920db2d48,26,5,199,112,11%,13%
4a4c10528adae4634edf39b3a7be63eee6a7172e2fed911b3762cf448acd391d,23,27,230,113,90%,90%
4a576a34f61b744e28ad5beb105d91f4db79137a9800debce04ec007efce0a8f,21,5,408,31,48%,37%
4a58fb33b9d6155e8914f9e383f08aa414c2df16659a676f4bc6bb5616da6b99,33,25,466,105,91%,96%
4a6154ba5e707804e697fab32756db0217082b2f17b3e5ec74db53786b061141,20,30,328,117,93%,89%
4a624d44689892e470675a5a76be53c9b64f7a0f63d2a6be60a3803da1f8b3e7,26,4,862,22,54%,47%
4a62e53b616364c95ca063ca0fefde2bdd074b096e96f27f0b52b512226b1253,31,5,407,96,18%,13%
4a6812726ff0d8962756981a3b7c725aba26dc2b1312dbc44334a4c0adfe9af1,84,3,299,21,79%,95%
4a6c3e2730d56d5dadd2b049fc94f9dc04a5c51de61a78e04b6119e3a7490f12,25,13,494,111,39%,46%
4a6c93c2ea487853aba5423c4935dd3b61cd89e6e685f549594c8da25c7ff0ef,28,10,450,92,38%,46%
4a70dcfd7c3e86d66b67a1c195ce90ad99fdf5fbc55c71a148836e1f01f2e38a,47,11,379,90,55%,82%
4a730bd67ab98c57bbcd4bef8e5ae8a2e6f99517e4dfa261c7940b84f795af93,22,22,488,113,77%,79%
4a78e4b5aea53b70c93c4dbb59998dd4a6ec84ab286a004daa764d8324433471,36,12,408,97,49%,67%
4a7feb25777929a391b78593d08637acefa4f87040f9c58e0d7dd22e88e1e20e,29,11,580,107,35%,39%
4a8909a298638a7bdb3122dac96e41ef6a2ef973b8da4fc8c73f1efd2914c627,50,24,296,79,96%,100%
4a89a526566e81bc68fb25871087a95d3f20af8c9ca679a2188bda0c9f296dd3,25,8,172,30,64%,82%
4a9353dd567b8eff7d089d06da9421084f86eef8e0ad46f4fe9eeb57b3704e9b,41,2,410,26,48%,20%
4a9684f1d3091c682e54a8089648dd4d0af67ee47960b43b0c2dd297de957ae3,19,37,601,119,98%,90%
4a983794a86908dbcc694e28ab536d043007a7ec504d8dc021d1367c7608e545,29,18,363,105,68%,81%
4a9c40cbcff47be91070ca045d9bb788c2396fb75595af959106786de1cbed20,61,2,506,1,75%,99%
4aa37f98e675b6c4b42b1a4534196b6cf18b17a65bbd741ffc4c9114bd7cde66,64,5,1026,53,63%,58%
4aadd9e3a0cbbba605ede09b501d2392e91bcdb56408e197e338780b5e1f08fc,61,2,494,18,66%,76%
4aae927ef0a016bb66ad0e6339f4510253a1c44de9b60b8b044cf9acec63a476,65,6,463,7,86%,100%
4ab5bc59626c63d2ce1029de7a2f10f7360fed1b970e08926193417f49e615e4,42,13,246,87,63%,90%
4ab7c18c564853e0bf7813e10395aa329899d62bd2c054cfe614986c9569eda2,42,2,150,49,33%,6%
4ab838670a9b589a4f6f159a6358c86bfda836dd7403c29d650087a5cd2918af,131,3,315,6,95%,100%
4ab93efc9ca817f992bb2cb5f1e9d4167818c0410a710361d2c8c948c67a7198,20,35,514,118,97%,91%
4abd122a61e89ee04127b936260929fab04e0fb2554d8d6a892a870f2e73d8a6,61,4,685,4,81%,100%
4abe5b6ca97cf6a721970d3b47691aa1b1c5a3572099b0eb9c60bc69d1046db9,26,9,269,51,57%,78%
4ac2a1cd5d7ad99ef0a96ca41b795378d2778a51ddd268373889bf8f5e24dfcc,41,14,246,90,65%,91%
4ac6188340ecdcba2d5d7cef40bcd42f62f1faff8e2ceb0ea851a00b614a8c47,28,15,318,99,57%,74%
4acc44ac6e03da6b3a755962230314e55d5bfd3dd49560321dcaf2975ec93afc,111,2,56,20,85%,99%
4ad0824684f38b7b2b93ad70a76ebe180db818ee8a86681972f7c96454670dc8,49,2,154,82,20%,8%
4ad919205aeac4f4cc62a533b3b060becf01aa21aaa0e514796934197941645a,21,16,438,114,49%,57%
4adb0aff89b6eba05c8fad19bf478e92b295753ec61bc10012a3833d288421f7,28,10,322,98,34%,41%
4adfaecfcecc7f497759dd62accdb86615d77bcd07eb3ac5372dce1a76ad1a0a,31,2,98,1,56%,94%
4ae6e9775ffcbd9bef3ae30021f9c7949034fa7fc5c981a62b9939f4d4ec4cad,57,2,336,2,72%,99%
4aed59882fed875e7c85ad79bd5d14861bbfdd98e5d9701d9d71092cf2900c5e,21,5,242,64,27%,22%
4af1478d18afec83398716c59f90d076735f22c750db44c54e35416dc5e558b7,31,8,193,86,33%,42%
4af2820b99507302f53b352366cbfee615734f1b5a98b5039ca737205a4039a3,23,7,243,112,14%,19%
4af51e1a362f75d7d7eabb1b3731b2f5691e36a66f7295d8fc4cde540b08a88e,22,5,484,105,12%,10%
4af5bd747ecddef95a3b8c42ea58ad6b065aadeb5aa37e2bbe0adbdbe4cab557,57,3,534,76,32%,19%
4af8dd8360f0db3a7000eca8bbdd0d508674226d97d745f87cdcd83a6cc50af9,20,7,368,32,56%,64%
4af908853dd5c2cc3bf7aabec4c72db7dc354f61133d474052383eab7f558de4,28,8,199,70,41%,57%
4b0116e495277c8594efd243ed5ff61f7f14e27a7b432486e398d028c6c2237b,61,4,268,61,47%,30%
4b032d8b77382537a3fc4954421b3293094032bed899d8746317df7809fd7d8f,47,3,128,23,57%,48%
4b0974709343ee8d2792de70e0eca8ef4e0b06a5f04df50a71f93f3ab1d25f80,33,2,240,92,12%,6%
4b09f209c53b2c3fd2ffc5a2048debfaef7e1a586de965288a74c81c204e0924,25,56,545,112,100%,95%
4b0c1d979f91753f0b6d66b3e5ef8154d3dfc0d3723b660419357434015ea6a4,24,6,350,70,30%,29%
4b0f314a5cc36b0417102e4b698f85af58f975590e22e91122b12d3487c0447a,48,10,467,80,58%,86%
4b0f75db7ec5eb0116dfa7ef0f2324d3576fcb3e4ef2c8df28895f0d0c41b209,30,4,278,89,17%,11%
4b10120ba3b696fc1cb8ed95693bb7875b4022b36ce7c51d015906f2989c3668,19,11,414,112,26%,32%
4b12453ced1b34924a6abde794457ee945ed724cd1a1f935cba8927c83b5d549,30,4,268,40,42%,20%
4b135ad4641a7988c43540428d4ce502612e2369330a4630609f0d2365eeeff4,27,9,315,110,23%,28%
4b24ed2cf544f19bd5f9d92ab74fe02e00d92093b438db18387b8769e97c57a8,24,7,185,112,15%,20%
4b2d616f31f39e3c8eb76fb7a75985f6f195ef5000aaa7737ff3bd1c718472d1,81,2,132,53,54%,18%
4b34b4900f6d512c33921639d0294fc66d68de40a76d7d7a27070ea6825d74dd,22,18,512,110,62%,68%
4b3d053c54845fabe3c348e211d0491eb40e08dc50922d6390f6032ff50678b8,32,3,430,30,45%,19%
4b3ea7bb90500d44376a67863dc48cf1e36cdad87b568317bed2b57f9620684f,96,2,648,39,73%,64%
4b4a0fc8eab65978ab1a5b4f6fe2517c819f675c6753bed32b683430fbb39f1c,102,2,956,29,82%,89%
4b4e26f6b50f42476b9ad259b6941dda4dfe8af709e09861c4bce8e6db99733a,43,3,134,25,54%,36%
4b503b23f3604db4ee68a6354716588e19c1e7297fbc99b5767dc1006e835484,37,13,238,101,51%,71%
4b516272b38ae1e313646c985b2b02be1aadc2ea551c9fe9e5bc3cab40ac480d,22,35,586,109,98%,95%
4b5168b9204ccbc88800cc85121583e17d60f963d78f841512cae8725024d886,88,3,290,45,69%,52%
4b527559461a3c93ec35944d551b59ae74caa5536d26b6aa48c32379574e4e11,28,13,275,106,43%,55%
4b527e1efdd24345ba18b4d1602d6dc63cdf4b8602f11191d8a33dcbb5981a81,41,2,198,1,63%,97%
4b553987f13819df788e06c1b61e37dce5d4dd0662ff5c80ee2f293d4798f9a7,21,11,165,89,39%,57%
4b5e70cfdd1e731e6b38e6fa11407d907cc19d11864aeb5d00750a4292d6655a,19,4,334,7,56%,87%
4b66f75b9fbd5cc7462730ed884b0b7b01f0a7a2f046eeb542ea69da9c0bdd27,64,11,259,74,73%,97%
4b671293a5fbc9237bde57835673ec2cb2790201e35591cae1613e97328cff1d,22,12,408,114,31%,39%
4b678cc4665303fb24735327c83b1ba36d2c47e34ed878a9f94d36bbf18a0266,84,2,254,3,83%,100%
4b68c89464deb8be3224480ec034b61c5d388412e40767fd2a591663ab3043ed,61,3,126,67,38%,17%
4b69a627937b0ec70cdfaed6ceb69132862e82f9cdc766aa49d82797e94524aa,19,7,329,87,23%,24%
4b6ef6f3808e0cee12ab77ba25f74ffaa8ad8c228fde4e05b1dab3fceb3da6b0,19,11,873,113,28%,28%
4b7535d97b760e4788973654926dc5d984b90a2317e43f509f374ca3131ab790,44,5,224,91,25%,21%
4b759138e02a78eb0a64284052d834695ce14b97577e1c295fe30957bc0e0b5f,31,7,761,87,31%,27%
4b763324da2bb712c8db1d23f74537abe79caa417253ea5f6813300a3461176f,20,7,157,113,13%,21%
4b76f839622afae18f3cc29304fde333de2c582fa79a29948b9161ea1f3bab2f,95,2,236,3,86%,100%
4b7ca12bd5c26be512e6195008c9e9b53a805f9cb976e127e2fdb32dfce60153,43,8,418,17,80%,99%
4b8141a980cdcb3310e88593af2eb3044bfa6477d58632d64086709156886d88,21,8,347,16,71%,94%
4b8c5c9466692ea4db256c263a24d696924fe791c9ee453537a6e2c634f7a94c,25,7,221,97,21%,22%
4b95531101d14e80e89f7c0bfd707386247a1c5ec4969dfa7bfc2964d6470a90,20,17,387,113,54%,62%
4b99b48de39e28da805dae95202312f62f36cadda9ca0815e48912ec7fe89f30,60,2,270,3,72%,99%
4ba926964583cda25f9a5f467a1006c9dd556e403ccec3ae8a8803920d9c190d,23,14,350,112,41%,51%
4ba9757e6f6611bceb2a154f0a707ec8c0afcfadc80c2ceeacaf5c9277057db5,55,4,251,16,71%,92%
4babe4428f5a8c9c90cb505d8c98e1e60536b2480a9e57c130290b61273e0c39,25,13,336,46,77%,98%
4bac9be798fa4f5025f44a73b062315f24200f4aba9646b58c7f48fc471d2d56,20,13,155,117,31%,48%
4bacd94f1f042f2eac8c1bf44a6deec0605a267db3659b5ec6ee93f360cb3417,67,2,380,21,67%,72%
4bb0c4b604f2e83e859c29350e19f5edd019bb8ef0d46ee392b60cc4d56aa98c,24,7,444,23,64%,82%
4bb36c88f5764ae85fcd8c6ead3d3f27d70d4bb00403e1eeffcf3f9a73d459ea,22,29,347,114,93%,90%
4bb41eac3651a46e150c3b6d8aa3f0aafade4e61c14e795cc08512cbb50f6ea5,19,31,450,119,94%,88%
4bb830f2cc38584e1b5a0ae7587990f2c0da7f76c574040cce5e7095adc26656,48,5,283,69,39%,35%
4bbcbcc8363188716c51fe168881d04ec0ed67626b0f44ad0c1590984b825de0,83,5,585,10,88%,100%
4bbd3302ec96ebf3843a1664bec91a455c9b955a2c5226bd298e6b771251490e,62,4,226,22,71%,86%
4bbe85e8779ae2c42c1e10029e0901f03cb2b9c2bd47c99f65b2cbeab982ebe1,34,3,354,31,45%,19%
4bc23eeee4c4fb88a523ffc57c952ca3acc51a76d25298a6bad5c8e28fe67f47,18,9,230,116,17%,28%
4bce3ca043e9558adbadc6cf574276317a860c7a85d266ecc5d4418dd7f605ee,32,8,446,24,72%,93%
4bd1c0e1aa5d4dd35bafa60f0d3cb1f17175efa66a30cd8b7e24b820069220ea,20,2,758,64,18%,6%
4bd2ef6ae91a39750e8cf3c33ab78cdf78aa3efbb60bc3a2ba1752500ed723a2,27,4,208,93,14%,11%
4bd6ed0a89fe601ab64ff207e07fd4255e313cac42bd6109710f3c602ec87809,28,7,297,87,27%,29%
4bd7088b6450576826ad196cf4022cc88be639e2a285ddee4fef760b71357051,33,6,560,101,20%,16%
4bdae7a5174516a2603554079796e27060f3ba8df5ce17ad5cd03bf5b6492909,72,2,2200,41,68%,23%
4bdce3454a76112ae398efd5fca6ff2d6453c202e9882887dcdd95084c7198c1,72,3,307,42,61%,34%
4bdeb392baeaf06af623dad57bd482dceba0003b172de2f66e7b8b67cfe7d641,20,3,1088,57,26%,9%
4be1a5f12bf5accccb3ea084eee41ed284dfabc1f2f37d8df545cfe805eb8334,22,2,239,34,31%,7%
4be2bb66ef1cb965e478bc504630d86177b382626a9eb10225b972e01023f195,58,21,423,79,94%,100%
4be66cef0eb959875d8a36dcba2691aca93d3f848c5ee190b95776b3fe81f66b,41,2,253,66,24%,7%
4be9cbf0c4adcf6c67f14a22bb0aa98638dfad511707bb6afe02c482ce93caa0,24,5,260,63,29%,23%
4bf54d1a705621bca46f51440effbfc9128fc3ef3e9ecc3c9cfbe0aff93c8568,20,23,554,117,78%,77%
4bf752dcc36bf7255553c9639633a23da18d4527ecdcb69965fd55f0e1e6d29c,23,31,333,86,98%,100%
4bfa9513aa7ef5ce35d64d8557dc11056c3d435f7edfd2fd0024de07c6412f76,22,9,384,99,26%,28%
4bfded3ba945e55409fb2a2d44ce911e47e5059373a5cd2e363c36a064daf598,40,18,644,98,78%,94%
4c03e769ed1a0cc336fc96259a4c38f62aed8319e6ad65869729d46ba65935e4,19,32,541,118,95%,88%
4c1018db73e1d5442b4f200c0a34516bb2f2c21e63facb51387b88c67fb00c1d,19,85,278,117,100%,85%
4c14e6746ed311a7759fb6f252d66cd92aa5d59c7b6aff3bd082278c71c51947,32,2,1400,1,64%,91%
4c1920ec45faf8b23a565349bdafc82129e7a639706de567446475c9b2c5ee42,23,16,288,100,58%,73%
4c19bb1e9b1be001510deb3a76cebebd6b2369c8fed4e7b5b5cbd729d82ef9d7,22,10,216,110,24%,33%
4c1b5a2ffadcc6fa39e71353bfd78db6f3d9aeb8180794956b5337d55d14cfc1,18,7,213,86,22%,26%
4c213f070f8c43ee7c3cf8f2066e60647a511aac385ecaae5cc4e42a6da4c6b5,31,8,305,98,27%,30%
4c2acc5d70435a036f447f6908505ffb592154ecfec9cf0010080f8bc52d4034,30,14,235,106,48%,65%
4c2e79faad688416ca8d6c1430471716c5264f1d543fce8933455c87dd0bf2fa,110,3,218,22,87%,99%
4c3b8b96b1c605bb1da21ca2fddd42f2c9199270c3745ee71a63109a3fa84dec,18,3,179,93,10%,8%
4c3c640ae773548252e9d61ebb85bde7c413b8e8caff99676347f2140ffbf8ac,40,4,677,23,61%,61%
4c3e0daa1316b8cde156f72dddc1ad9a54bba781ed4df9d03e06dad5542c476b,129,2,188,2,94%,100%
4c3e336a86b709e22d6a48f11791b898060c84312f723e86153f950a9d121e74,19,5,175,109,10%,13%
4c43e72d72579799aa3d1ab9ffeee6fe16a9357e7d7c08879472040b909e8b4b,23,5,232,106,12%,12%
4c4a0cd22f84f77f42d65ac723f00bac0257c824cef9bb75dc15cae99a621f23,21,8,452,108,19%,20%
4c4d4dd9139fc392ff7944bd27304e9b35026c42fc17b8c25169d3c26469e974,19,9,755,88,32%,29%
4c4f0e0af0ca21bf0ab921fb3079b0777edc9aab0d4d713a54171d25e82521cf,57,2,144,31,53%,20%
4c5549632171b32de7fcebe46277b46d0f682766f0290b3a4c3917c8a7e2c260,21,4,261,102,10%,9%
4c55ba4435afd39d9c4a2ae86dfa767fec6fa3c4c6d354a203c19745413df75d,36,6,206,93,24%,23%
4c57d0a6e7e0a22d4e7a6802a581288a03036a66596031f37ac34d88d0874913,22,23,337,80,90%,99%
4c5da81ebbca8e600948ba76755ea2aa8671fdc4b87282db6cbeafe2c95bc043,20,3,480,6,54%,84%
4c6cb281bcf396126d46d447ce3b48964a4de713f8d8c58d5aa68fd6d734b23d,66,3,102,11,74%,97%
4c832506681e88133cba0dc4f0e7babbc969be0e6e96b9c6dca84a4442029082,23,42,390,112,99%,96%
4c8c74c6ff32aaad7eed9561787eb5ba3dde9fea70c363afb3c07f6650a0ed4b,58,4,1082,32,68%,58%
4c92194fa881b1282ca1c985d13f6f7590aec1612aba5a8577c3b597cef1f42f,96,2,848,27,80%,88%
4c988b95189b435b48814c4dc7c1911b6f460857b68a8a07ecf57ec5959ef3f6,56,3,470,54,45%,17%
4c9a8aa45341717855d52424133922197075b576aad4a54d4a0be069fcc78819,54,4,286,32,62%,51%
4c9ab43dd928eedb05d2c10c8e03460fd5f6e3d7bb9fd0770f30ed70451f4203,19,4,328,94,12%,9%
4c9c3ba6e08f3c50e7eaf9d73da625a7acf3719673ce134c3f85ce7a7bf804ae,21,5,291,23,52%,53%
4c9d296b94265ebfb6c081696ecdfcef147335137e2e50662b25d3fec05f5793,26,28,576,110,93%,93%
4c9e7f01f9cb0f4f084f10860faa618ae5da5c20c3060d7685f7644dab0dc192,19,5,238,16,55%,72%
4c9ebc9cc52a749b3e9a4dc37d122b85a2bf8477678bfd8040c1e232fa58787b,46,4,221,81,27%,18%
4c9eed8940e7930a1b2c88fb28714eb4ef89b488ba8f673da5bfbcdf2541ade3,52,3,149,80,26%,14%
4ca0d0f4710abc004a7b6874866316dbf014ea09bdd2d7c35b5710073b95a7b1,26,6,292,108,14%,15%
4ca1a0d68c1315455dfdedb279a7c3c9a9fdba94c10fbee6f3a61cb79ab3e558,102,8,537,30,93%,100%
4ca3ee6a34431aa9f8cc6454451522e884d98e2e5ea0caf316d17a564649d1d1,49,2,634,36,48%,13%
4ca8e1e3da45809f5e93b1d218cb971e22e887659827834af9f0945c7738370b,67,2,83,32,59%,28%
4cb0fc9b3082024813a210782a22aa86c6c737122c476f5a0370f568ef5748ec,45,4,260,92,21%,15%
4cb73d741f9e92b69ba8d98ac24ef595904dc01449faedc56a164d625a77e411,31,46,205,103,100%,99%
4cb7a22b1daa151149f979d9ba065be2b812b2be6016c3567359603c6ec6ab0c,93,7,367,37,87%,98%
4cb82c23069e0ae6702edab9b0adef00bc09656bf67985bd39f84010944028b9,38,15,463,96,66%,87%
4cbeab5677ebaaf911e25ef929d30d612c5de319b420497a88296a64537dad7b,29,16,420,99,63%,79%
4cc60c772d44e3c34e59938b6a760c524db36f9f0100c99286307b41bd17b8aa,21,16,478,114,49%,56%
4cc74101ad24886c7980b19f48c44da375e9cff64ebed86d76fe0d2bdd68403d,56,3,481,56,44%,17%
4ccb607597ef0655f3a9b0e3d75c6df254e5bd2d6038545cf4739666139c65fc,19,64,466,119,100%,86%
4cccd60c0975590d762e9f11ca8be04bcc4706b276ac1865b4aa4208e4227e68,20,12,441,72,55%,80%
4cccf99ecabf1ddbae0fa62256e03cb475a3b976079ac06009fb70b757cfcc6a,51,3,208,58,38%,13%
4ccf0eed67742447dcd679ee1c579a6f2469f07ed1ccfafe346ad23b78401b49,22,5,361,52,35%,24%
4cd082fd4967b354de8bfe0347e664c2ad9745e306c0900f601081261d45cbd3,35,4,184,45,41%,19%
4cd3c5cca20386cb9388b096944511e94e366d212ad4f556a512f37d357cb679,21,5,476,22,54%,57%
4cd561300eddccb1aa6bc25b4833becdd2f7a34257f62a1aad559607d4f20f03,45,10,285,92,47%,69%
4cdae33d51575dd55748a7caa30aa37163c35d32d86ac940ef51ebc704600389,42,2,259,9,59%,84%
4cdbb97c0f748d82455c4de25c00e6c7bbaf8082f6ac4fa5cdb3bccd43aeac3c,47,6,257,78,38%,42%
4cdc28ac9f7232d4bfa2587f87edabacbf15251a0747ca5cb971cdb46bae8c28,63,18,395,72,92%,100%
4cded95d1db7d3f92333556d1225b7c3edfc23afb02190c6ef6b227c28629d13,34,2,98,3,57%,92%
4ce0b8795a2d989e98591809d874840dbde027ba3e3a564b19f3b662ac747509,42,6,450,89,30%,29%
4ce2dac3daa947a1fb600abcebe91b14e32193c649352ee216f1cd6bbd4d67b8,23,23,519,111,82%,83%
4ce3ba59498a388663d9e8063c970c1492afdb552a15220cc455904c675b70c0,26,3,266,70,20%,10%
4ce42645462b72ca1608e7fde7bacad708a672a68efa1220a6e3a4d9e26dfc77,45,5,323,82,30%,26%
4ce7af3f365c2a623c442cfc853f84b3bf31b92040e92882f11beb9f986915a9,29,5,460,21,59%,68%
4ce8a9016b33978a32d7316f6e2c653614263e9b848cd4a3f02a7afffb3f2bab,19,69,377,119,100%,85%
4cebc6a24d6de9f99f0b359374e4e58eafd552545b06fe5a21f3fce99f37170e,30,3,218,85,15%,9%
4cf3b9bae4a68d9976f0263b995656a81eb5cf73ead909e75caadfd56c793903,21,11,504,115,26%,32%
4cfb6227a3662c61dc552b567ce5c4a174a1cfd9c21609e81324df35aca85490,126,2,468,11,92%,100%
4d0451ac85837c0a25a6121156800d2e78123114ecb52bd6630559db0d553014,19,18,409,98,67%,78%
4d0a723fb036e83cd9bb6d793ce9961f16e7c8362f54eacd79b6a6fb9d36f8c1,117,2,237,2,92%,100%
4d0b3aaf308cccccca49b96860558dd93e7f027a26880d3548243af20ecc21b8,62,2,395,2,74%,99%
